Genres,Type,Source,Studios,Rating,Episodes
unknown,ona,unknown,unknown,g - all ages,1.0
adventure,movie,original,tezuka productions,g - all ages,1.0
"action, adventure",ona,original,boyan pictures,pg-13 - teens 13 or older,1.0
"action, adventure",ona,unknown,unknown,pg-13 - teens 13 or older,1.0
slice of life,tv,other,sunrise,pg-13 - teens 13 or older,13.0
"mystery, romance",ova,game,m.s.c,pg-13 - teens 13 or older,1.0
comedy,ona,original,comix wave films,pg-13 - teens 13 or older,1.0
comedy,special,original,comix wave films,pg-13 - teens 13 or older,1.0
unknown,music,original,gainax,pg-13 - teens 13 or older,1.0
comedy,tv,manga,olm,pg-13 - teens 13 or older,12.0
unknown,music,music,unknown,pg-13 - teens 13 or older,1.0
slice of life,music,original,unknown,g - all ages,1.0
"action, fantasy",ona,novel,foch films,pg-13 - teens 13 or older,12.0
fantasy,ona,novel,soyep,pg-13 - teens 13 or older,62.0
"drama, romance",music,original,morie inc.,g - all ages,1.0
comedy,special,game,unknown,pg-13 - teens 13 or older,4.0
sci-fi,movie,original,hs pictures studio,g - all ages,1.0
supernatural,ona,game,cloverworks,pg-13 - teens 13 or older,1.0
slice of life,ona,manga,shuka,g - all ages,1.0
"action, fantasy",special,other,"felix film, ga-crew",pg-13 - teens 13 or older,1.0
"action, adventure, fantasy, supernatural",ona,novel,ruo hong culture,pg-13 - teens 13 or older,240.0
"avant garde, horror",movie,original,unknown,r+ - mild nudity,1.0
avant garde,movie,original,unknown,g - all ages,1.0
"drama, fantasy, romance",ona,novel,"kjj animation, big firebird culture",pg-13 - teens 13 or older,16.0
unknown,music,original,unknown,g - all ages,1.0
comedy,ona,novel,unknown,pg-13 - teens 13 or older,2.0
"action, fantasy",ona,web novel,high energy studio,pg-13 - teens 13 or older,15.0
avant garde,movie,original,unknown,g - all ages,1.0
unknown,music,original,unknown,r+ - mild nudity,1.0
avant garde,movie,original,unknown,pg-13 - teens 13 or older,1.0
avant garde,movie,music,unknown,g - all ages,1.0
avant garde,movie,original,unknown,g - all ages,1.0
avant garde,movie,original,unknown,pg-13 - teens 13 or older,1.0
avant garde,movie,original,unknown,g - all ages,1.0
avant garde,movie,original,unknown,g - all ages,1.0
"drama, fantasy",special,manga,maho film,pg-13 - teens 13 or older,1.0
comedy,movie,other,unknown,g - all ages,1.0
"action, fantasy",tv,original,bibury animation studios,pg-13 - teens 13 or older,12.0
unknown,music,music,unknown,g - all ages,1.0
"comedy, slice of life",ona,manga,unknown,g - all ages,1.0
"avant garde, award winning, comedy",movie,original,nekonigashi inc.,r+ - mild nudity,1.0
comedy,ona,game,yostar pictures,g - all ages,17.0
"adventure, comedy, fantasy",tv,web manga,olm team yoshioka,pg-13 - teens 13 or older,12.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
avant garde,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,music,unknown,unknown,pg-13 - teens 13 or older,12.0
unknown,music,original,studio gohan,pg-13 - teens 13 or older,1.0
comedy,special,unknown,unknown,pg - children,3.0
hentai,ova,visual novel,t-rex,rx - hentai,2.0
"comedy, slice of life",special,manga,c-station,pg-13 - teens 13 or older,2.0
hentai,special,manga,studio eromatick,rx - hentai,1.0
avant garde,movie,original,unknown,g - all ages,1.0
fantasy,music,unknown,unknown,pg-13 - teens 13 or older,1.0
unknown,ona,original,unknown,pg - children,6.0
"action, adventure, comedy, mystery",tv,manga,tms entertainment,pg-13 - teens 13 or older,24.0
boys love,music,original,unknown,r - 17+ (violence & profanity),1.0
sports,tv,manga,production i.g,pg-13 - teens 13 or older,24.0
"boys love, drama, romance",ova,manga,lerche,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
sci-fi,ona,other,unknown,pg - children,4.0
"boys love, drama, romance, sci-fi",ona,original,unknown,pg-13 - teens 13 or older,10.0
unknown,special,game,david production,pg-13 - teens 13 or older,1.0
comedy,tv,original,unknown,pg - children,400.0
"slice of life, supernatural",ona,original,sunrise,pg-13 - teens 13 or older,6.0
"comedy, sci-fi",tv,unknown,unknown,pg - children,52.0
"action, sci-fi",tv,original,unknown,pg - children,26.0
comedy,tv,original,unknown,pg - children,26.0
"drama, sci-fi",movie,original,unknown,r - 17+ (violence & profanity),1.0
"comedy, sports",tv,unknown,unknown,pg - children,60.0
"action, comedy",tv,unknown,unknown,pg - children,60.0
"drama, supernatural",movie,original,unknown,g - all ages,1.0
comedy,movie,original,unknown,pg-13 - teens 13 or older,1.0
avant garde,music,original,unknown,g - all ages,1.0
"fantasy, hentai",ova,visual novel,seven,rx - hentai,1.0
"action, adventure, fantasy",ona,manga,byment,pg-13 - teens 13 or older,20.0
unknown,ona,original,tecarat,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
"fantasy, slice of life",tv,light novel,maho film,pg-13 - teens 13 or older,12.0
"avant garde, horror, supernatural",tv,original,"ilca, drawiz",pg-13 - teens 13 or older,13.0
comedy,ona,other,unknown,g - all ages,3.0
"action, fantasy, mystery",tv,manga,bones,r - 17+ (violence & profanity),12.0
unknown,tv,original,unknown,pg - children,26.0
adventure,movie,original,"tokyo movie shinsha, tms entertainment",g - all ages,1.0
"comedy, drama, romance, sci-fi",ona,web manga,shengying animation,pg-13 - teens 13 or older,72.0
comedy,movie,original,pierrot,r - 17+ (violence & profanity),1.0
comedy,movie,original,pierrot,r - 17+ (violence & profanity),1.0
comedy,tv,unknown,unknown,g - all ages,52.0
unknown,special,game,unknown,pg-13 - teens 13 or older,1.0
comedy,ona,manga,"sanzigen, w-toon studio, dmm.futureworks",pg-13 - teens 13 or older,26.0
drama,movie,original,unknown,pg-13 - teens 13 or older,1.0
"comedy, fantasy",ona,original,unknown,pg-13 - teens 13 or older,26.0
unknown,music,game,happy elements,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,movie,unknown,"shanghai animation film studio, shanghai hippo animation",pg - children,1.0
comedy,ona,game,dandelion animation studio,g - all ages,16.0
"comedy, mystery",special,original,actas,r - 17+ (violence & profanity),1.0
unknown,movie,unknown,unknown,pg - children,1.0
fantasy,movie,unknown,unknown,g - all ages,1.0
"adventure, fantasy",movie,unknown,unknown,g - all ages,1.0
comedy,movie,other,shin-ei animation,g - all ages,1.0
unknown,music,game,unknown,pg-13 - teens 13 or older,1.0
unknown,music,game,happy elements,pg-13 - teens 13 or older,1.0
unknown,special,original,actas,pg-13 - teens 13 or older,1.0
"action, fantasy",tv,mixed media,studio hibari,r - 17+ (violence & profanity),12.0
"comedy, supernatural",tv,manga,project no.9,pg-13 - teens 13 or older,12.0
sci-fi,ona,original,"bakken record, 5 inc.",r+ - mild nudity,8.0
"horror, suspense",ona,original,5 inc.,pg-13 - teens 13 or older,8.0
"action, adventure, fantasy",ona,original,arect,r - 17+ (violence & profanity),1.0
"action, fantasy",ona,web novel,ruo hong culture,pg-13 - teens 13 or older,45.0
comedy,tv,manga,lidenfilms,g - all ages,16.0
avant garde,movie,original,unknown,pg-13 - teens 13 or older,1.0
slice of life,tv,other,ascension,g - all ages,13.0
unknown,music,other,hurray!,pg-13 - teens 13 or older,1.0
avant garde,movie,original,unknown,r+ - mild nudity,1.0
avant garde,movie,original,unknown,pg-13 - teens 13 or older,1.0
avant garde,movie,original,unknown,g - all ages,1.0
avant garde,movie,original,unknown,g - all ages,1.0
avant garde,movie,original,unknown,g - all ages,1.0
"action, sci-fi",special,original,actas,pg-13 - teens 13 or older,2.0
"drama, supernatural",ona,original,lan studio,pg-13 - teens 13 or older,1.0
"boys love, slice of life",ona,web manga,unknown,pg-13 - teens 13 or older,4.0
"action, sci-fi",ona,original,unknown,pg-13 - teens 13 or older,52.0
"adventure, sci-fi",ona,original,unknown,pg-13 - teens 13 or older,13.0
"comedy, supernatural",ona,manga,wawayu animation,pg-13 - teens 13 or older,12.0
unknown,ona,original,wit studio,pg-13 - teens 13 or older,2.0
action,ona,original,sunrise,pg-13 - teens 13 or older,6.0
fantasy,ona,manga,aqua aris,pg-13 - teens 13 or older,12.0
"comedy, fantasy",ona,light novel,aqua aris,pg-13 - teens 13 or older,18.0
"comedy, fantasy",tv,web manga,atelierpontdarc,pg-13 - teens 13 or older,13.0
unknown,tv,original,unknown,g - all ages,12.0
hentai,ova,manga,blue bread,rx - hentai,4.0
"fantasy, romance, hentai",ona,web manga,studio hokiboshi,rx - hentai,8.0
"action, adventure, fantasy",special,manga,toei animation,pg-13 - teens 13 or older,1.0
"action, fantasy",tv,light novel,nut,r - 17+ (violence & profanity),2.0
"action, drama, sci-fi",special,light novel,a-1 pictures,r - 17+ (violence & profanity),1.0
"action, fantasy",ona,light novel,nut,pg-13 - teens 13 or older,1.0
"action, sci-fi, suspense",special,original,wit studio,r - 17+ (violence & profanity),1.0
unknown,movie,unknown,unknown,pg-13 - teens 13 or older,1.0
unknown,movie,original,unknown,g - all ages,1.0
unknown,movie,unknown,unknown,g - all ages,1.0
unknown,movie,unknown,unknown,g - all ages,1.0
unknown,movie,unknown,unknown,g - all ages,1.0
unknown,movie,unknown,unknown,g - all ages,1.0
unknown,movie,unknown,unknown,g - all ages,1.0
unknown,movie,unknown,unknown,g - all ages,1.0
unknown,movie,unknown,unknown,g - all ages,1.0
unknown,movie,unknown,unknown,pg-13 - teens 13 or older,1.0
sports,movie,unknown,unknown,g - all ages,1.0
slice of life,tv,manga,nippon animation,pg-13 - teens 13 or older,12.0
"drama, fantasy, romance",ona,original,rocen,pg-13 - teens 13 or older,13.0
comedy,ona,game,painting dream,pg-13 - teens 13 or older,10.0
"fantasy, slice of life",ona,original,unknown,pg-13 - teens 13 or older,21.0
"adventure, fantasy",ona,other,unknown,pg-13 - teens 13 or older,4.0
sports,movie,original,zexcs,pg-13 - teens 13 or older,1.0
fantasy,ona,novel,shuka,pg-13 - teens 13 or older,1.0
unknown,tv,original,"tatsunoko production, dongwoo a&e",g - all ages,51.0
"adventure, drama, supernatural",special,manga,brain's base,r - 17+ (violence & profanity),1.0
"drama, suspense",special,game,shaft,pg-13 - teens 13 or older,3.0
"drama, suspense",special,game,shaft,pg-13 - teens 13 or older,4.0
sci-fi,tv,other,silver link.,pg-13 - teens 13 or older,12.0
hentai,ova,manga,t-rex,rx - hentai,6.0
"action, adventure, fantasy",special,light novel,encourage films,pg-13 - teens 13 or older,1.0
drama,movie,original,mappa,pg-13 - teens 13 or older,1.0
adventure,tv,game,"graphinica, yokohama animation lab",pg-13 - teens 13 or older,12.0
"action, fantasy, romance",ona,web manga,ruo hong culture,pg-13 - teens 13 or older,2.0
"drama, romance",movie,manga,tms entertainment,pg-13 - teens 13 or older,1.0
sci-fi,special,original,xebec,pg-13 - teens 13 or older,3.0
"avant garde, horror",movie,original,unknown,g - all ages,1.0
"action, fantasy, supernatural, ecchi",ova,light novel,connect,r+ - mild nudity,4.0
"action, adventure, comedy, fantasy",special,manga,8bit,pg-13 - teens 13 or older,1.0
mystery,movie,manga,tms entertainment,pg-13 - teens 13 or older,1.0
"action, adventure, comedy, fantasy",special,game,olm,pg - children,1.0
"comedy, slice of life",tv,web manga,unknown,pg-13 - teens 13 or older,26.0
hentai,ova,original,nur,rx - hentai,4.0
avant garde,movie,original,unknown,g - all ages,1.0
hentai,ova,manga,seven,rx - hentai,1.0
"action, drama, supernatural",ova,visual novel,studio deen,r - 17+ (violence & profanity),3.0
comedy,movie,original,unknown,g - all ages,3.0
"action, ecchi",tv,manga,arms,r+ - mild nudity,3.0
"adventure, drama",movie,original,madhouse,pg-13 - teens 13 or older,1.0
fantasy,special,game,j.c.staff,pg-13 - teens 13 or older,1.0
fantasy,movie,unknown,unknown,pg-13 - teens 13 or older,1.0
hentai,ova,other,majin,rx - hentai,4.0
"comedy, slice of life",ona,original,oddjob,pg-13 - teens 13 or older,20.0
sci-fi,ona,original,changchun unity of knowledge and action animation,pg-13 - teens 13 or older,20.0
"action, adventure, sci-fi",ona,other,"production i.g, kinema citrus, kamikaze douga, trigger, studio colorido, geno studio, science saru",pg-13 - teens 13 or older,9.0
"fantasy, mystery, supernatural",special,light novel,troyca,r - 17+ (violence & profanity),1.0
sports,ova,original,bones,pg-13 - teens 13 or older,1.0
fantasy,movie,original,unknown,pg-13 - teens 13 or older,1.0
"avant garde, fantasy",music,other,unknown,g - all ages,1.0
"action, comedy",music,manga,tms entertainment,pg-13 - teens 13 or older,4.0
"action, comedy",movie,manga,"toei animation, gallop",pg - children,1.0
comedy,ona,original,olm,pg-13 - teens 13 or older,26.0
avant garde,music,original,unknown,pg-13 - teens 13 or older,1.0
sports,tv,manga,bakken record,pg-13 - teens 13 or older,13.0
"comedy, slice of life",ona,original,unknown,g - all ages,31.0
comedy,ona,web manga,unknown,g - all ages,12.0
"comedy, fantasy",tv,web manga,quad,pg-13 - teens 13 or older,12.0
"action, adventure, fantasy, romance",ona,novel,foch films,pg-13 - teens 13 or older,12.0
"action, adventure, drama",tv,manga,mappa,r - 17+ (violence & profanity),24.0
"comedy, fantasy",movie,picture book,tms entertainment,g - all ages,1.0
comedy,ona,original,aqua aris,pg-13 - teens 13 or older,93.0
unknown,special,light novel,kyoto animation,g - all ages,1.0
slice of life,special,original,kyoto animation,g - all ages,1.0
"action, fantasy, supernatural",ona,manga,sparkly key animation studio,pg-13 - teens 13 or older,24.0
fantasy,movie,original,unknown,g - all ages,1.0
"action, sci-fi",movie,manga,"production i.g, sola digital arts",r+ - mild nudity,1.0
"adventure, fantasy",movie,other,light chaser animation studios,pg-13 - teens 13 or older,1.0
"comedy, slice of life",ona,original,unknown,pg-13 - teens 13 or older,29.0
"drama, supernatural",ona,original,"haoliners animation league, lan studio",pg-13 - teens 13 or older,2.0
slice of life,special,unknown,unknown,g - all ages,1.0
unknown,music,original,hololive production,pg-13 - teens 13 or older,1.0
unknown,music,other,cloverworks,pg-13 - teens 13 or older,1.0
award winning,movie,original,unknown,g - all ages,1.0
"adventure, fantasy",ova,novel,east fish studio,pg-13 - teens 13 or older,1.0
"action, fantasy",movie,original,toei animation,g - all ages,1.0
slice of life,movie,original,unknown,pg-13 - teens 13 or older,1.0
"boys love, drama, romance",ona,original,unknown,r+ - mild nudity,12.0
slice of life,tv,other,cyclone graphics,g - all ages,10.0
fantasy,ona,original,unknown,pg-13 - teens 13 or older,24.0
"action, adventure, fantasy",ona,novel,tong ming xuan,pg-13 - teens 13 or older,20.0
unknown,movie,original,robot communications,g - all ages,1.0
unknown,music,mixed media,unknown,pg-13 - teens 13 or older,1.0
fantasy,tv,light novel,diomedéa,pg-13 - teens 13 or older,12.0
unknown,music,original,unknown,g - all ages,1.0
unknown,ona,unknown,unknown,g - all ages,1.0
slice of life,ona,manga,charaction,g - all ages,24.0
"action, fantasy",ona,novel,soyep,pg-13 - teens 13 or older,260.0
slice of life,special,manga,shin-ei animation,pg-13 - teens 13 or older,1.0
"action, sci-fi",music,original,qzil.la,pg-13 - teens 13 or older,2.0
"comedy, drama, fantasy, romance",ova,light novel,silver link.,pg-13 - teens 13 or older,1.0
"adventure, comedy, fantasy",tv,light novel,drive,pg-13 - teens 13 or older,2.0
"boys love, hentai",ona,manga,studio hokiboshi,rx - hentai,9.0
fantasy,movie,original,studio ponoc,g - all ages,1.0
drama,TV,manga,orange,r - 17+ (violence & profanity),2.0
"comedy, romance",tv,light novel,project no.9,pg-13 - teens 13 or older,12.0
drama,movie,mixed media,sanzigen,pg-13 - teens 13 or older,1.0
slice of life,movie,manga,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
comedy,movie,manga,unknown,g - all ages,1.0
sci-fi,movie,original,unknown,r - 17+ (violence & profanity),1.0
comedy,special,manga,kyoto animation,pg-13 - teens 13 or older,8.0
"comedy, slice of life",special,4-koma manga,yostar pictures,pg-13 - teens 13 or older,1.0
unknown,music,original,"haoliners animation league, studio tumble",g - all ages,1.0
avant garde,movie,original,unknown,pg-13 - teens 13 or older,1.0
comedy,special,original,unknown,pg-13 - teens 13 or older,1.0
"action, comedy",ova,original,unknown,pg-13 - teens 13 or older,1.0
comedy,ona,light novel,aqua aris,pg-13 - teens 13 or older,23.0
slice of life,tv,original,lidenfilms,pg-13 - teens 13 or older,12.0
comedy,ona,manga,unknown,pg-13 - teens 13 or older,14.0
comedy,ona,other,bridge,pg-13 - teens 13 or older,1.0
comedy,ona,light novel,engi,pg-13 - teens 13 or older,5.0
fantasy,special,unknown,unknown,g - all ages,1.0
fantasy,tv,game,geek toys,pg-13 - teens 13 or older,12.0
"action, adventure, comedy, fantasy",tv,other,toei animation,pg-13 - teens 13 or older,67.0
romance,ova,visual novel,blue bread,pg-13 - teens 13 or older,1.0
"comedy, slice of life",tv,manga,madhouse,pg-13 - teens 13 or older,13.0
"comedy, romance",tv,manga,felix film,pg-13 - teens 13 or older,12.0
slice of life,ova,manga,silver link.,pg-13 - teens 13 or older,1.0
"comedy, fantasy",ona,other,typhoon graphics,g - all ages,10.0
"action, adventure, comedy, drama, fantasy",movie,original,yumeta company,pg - children,1.0
hentai,ova,manga,studio 1st,rx - hentai,1.0
comedy,ona,game,unknown,g - all ages,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,special,original,craftar studios,pg-13 - teens 13 or older,1.0
"slice of life, supernatural",tv,manga,lidenfilms,pg-13 - teens 13 or older,13.0
comedy,ona,manga,painting dream,pg-13 - teens 13 or older,12.0
"drama, romance, slice of life",special,light novel,feel.,pg-13 - teens 13 or older,1.0
comedy,tv,manga,gaina,pg-13 - teens 13 or older,12.0
"adventure, comedy",tv,other,"group tac, dongwoo a&e",g - all ages,26.0
sports,tv,novel,"nippon animation, olm",pg-13 - teens 13 or older,24.0
"action, adventure, fantasy",ona,novel,motion magic,pg-13 - teens 13 or older,2.0
action,ona,web novel,colored pencil animation,pg-13 - teens 13 or older,18.0
unknown,ona,original,unknown,g - all ages,1.0
"comedy, fantasy",ona,manga,unknown,pg-13 - teens 13 or older,2.0
"drama, slice of life",ona,novel,colored pencil animation,pg-13 - teens 13 or older,2.0
"action, comedy, drama",ona,novel,b.cmay pictures,pg-13 - teens 13 or older,2.0
"action, adventure, fantasy, romance",ona,web novel,mili pictures,pg-13 - teens 13 or older,26.0
"action, adventure, fantasy",ona,novel,dc impression vision,pg-13 - teens 13 or older,12.0
"action, adventure, fantasy, sci-fi",ona,novel,sparkly key animation studio,pg-13 - teens 13 or older,104.0
"action, fantasy",ona,web novel,foch films,pg-13 - teens 13 or older,2.0
fantasy,ona,novel,colored pencil animation,pg-13 - teens 13 or older,2.0
"action, adventure, fantasy",ona,novel,b.cmay pictures,pg-13 - teens 13 or older,56.0
hentai,ona,manga,unknown,rx - hentai,1.0
sports,special,original,unknown,g - all ages,1.0
avant garde,special,original,unknown,g - all ages,4.0
"comedy, supernatural",ona,web manga,"fenz, hmch",pg-13 - teens 13 or older,12.0
"comedy, mystery, romance, suspense",ona,novel,science saru,pg-13 - teens 13 or older,6.0
"comedy, fantasy, slice of life",ona,light novel,aqua aris,pg-13 - teens 13 or older,5.0
sports,tv,manga,8bit,pg-13 - teens 13 or older,24.0
comedy,ona,manga,unknown,g - all ages,2.0
comedy,ona,web manga,"planet cartoon, fever creations",pg-13 - teens 13 or older,12.0
unknown,music,original,calf studio,pg-13 - teens 13 or older,1.0
avant garde,movie,original,unknown,g - all ages,1.0
"comedy, ecchi",ona,web manga,atelierpontdarc,pg-13 - teens 13 or older,12.0
"comedy, mystery",ova,manga,unknown,g - all ages,1.0
"action, adventure, fantasy",tv,light novel,geek toys,pg-13 - teens 13 or older,12.0
"action, fantasy",tv,light novel,"shin-ei animation, studio add",pg-13 - teens 13 or older,2.0
"adventure, comedy",ona,original,studio nuck,g - all ages,1.0
unknown,ona,picture book,usagi ou,g - all ages,15.0
comedy,ona,original,unknown,pg-13 - teens 13 or older,1.0
"action, drama, fantasy",ona,manga,"yumeta company, graphinica",r - 17+ (violence & profanity),10.0
"comedy, supernatural",ona,manga,fenz,pg-13 - teens 13 or older,12.0
hentai,special,visual novel,unknown,rx - hentai,1.0
comedy,special,manga,studio moriken,g - all ages,2.0
comedy,ona,manga,silver link.,pg-13 - teens 13 or older,3.0
hentai,ona,manga,rabbit gate,rx - hentai,8.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
comedy,ona,original,lan studio,pg-13 - teens 13 or older,1.0
slice of life,ona,original,unknown,g - all ages,1.0
sci-fi,ona,game,"khara, cloverworks",g - all ages,1.0
sports,tv,game,"imagineer, story effect",pg-13 - teens 13 or older,12.0
drama,movie,manga,telecom animation film,pg-13 - teens 13 or older,1.0
slice of life,ona,original,gyorai eizo inc.,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
comedy,ova,unknown,unknown,g - all ages,1.0
comedy,ova,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
"action, sci-fi",special,original,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,studio gohan,pg-13 - teens 13 or older,1.0
romance,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,studio gohan,pg-13 - teens 13 or older,1.0
comedy,special,original,actas,pg-13 - teens 13 or older,2.0
sports,tv,original,lay-duce,pg-13 - teens 13 or older,13.0
unknown,tv,music,lay-duce,pg-13 - teens 13 or older,12.0
slice of life,movie,original,unknown,g - all ages,1.0
"comedy, fantasy",ona,light novel,unknown,pg-13 - teens 13 or older,13.0
"action, fantasy",ona,novel,motion magic,pg-13 - teens 13 or older,13.0
"action, fantasy",TV,manga,unknown,pg-13 - teens 13 or older,2.0
comedy,ona,unknown,aqua aris,pg-13 - teens 13 or older,10.0
"adventure, drama, supernatural",tv,manga,drive,r - 17+ (violence & profanity),20.0
adventure,ona,original,zero-g,pg-13 - teens 13 or older,13.0
supernatural,movie,picture book,unknown,pg-13 - teens 13 or older,1.0
"comedy, romance, supernatural",ona,manga,success corp.,pg-13 - teens 13 or older,1.0
comedy,tv,manga,shin-ei animation,pg-13 - teens 13 or older,12.0
unknown,movie,manga,shin-ei animation,pg-13 - teens 13 or older,1.0
"comedy, supernatural",ona,original,unknown,g - all ages,11.0
"adventure, fantasy",ona,game,olm,pg - children,8.0
"mystery, suspense",ova,manga,production i.g,r - 17+ (violence & profanity),2.0
hentai,special,visual novel,studio 9 maiami,rx - hentai,1.0
"comedy, slice of life",special,manga,zero-g,pg-13 - teens 13 or older,3.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
drama,tv,book,science saru,pg-13 - teens 13 or older,11.0
comedy,special,unknown,wit studio,pg-13 - teens 13 or older,2.0
"action, fantasy",ona,novel,"original force, rocen",pg-13 - teens 13 or older,2.0
slice of life,ona,original,studio hb,pg-13 - teens 13 or older,2.0
unknown,music,original,unknown,g - all ages,1.0
action,ona,novel,byment,pg-13 - teens 13 or older,18.0
unknown,music,original,"thinkr, flat studio",pg-13 - teens 13 or older,1.0
hentai,ova,visual novel,studio jam,rx - hentai,1.0
"comedy, fantasy",special,game,colored pencil animation japan,pg-13 - teens 13 or older,1.0
"adventure, comedy, fantasy",ona,unknown,unknown,pg-13 - teens 13 or older,2.0
"adventure, fantasy",ona,web novel,cloud art,pg-13 - teens 13 or older,26.0
hentai,ova,visual novel,anime antenna iinkai,rx - hentai,2.0
hentai,ova,visual novel,seven,rx - hentai,2.0
action,tv,manga,tezuka productions,pg-13 - teens 13 or older,2.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,kamikaze douga,g - all ages,1.0
"comedy, fantasy",ona,game,unknown,g - all ages,3.0
romance,ona,novel,garden culture,pg-13 - teens 13 or older,2.0
slice of life,tv,web manga,"feel., gaina",pg-13 - teens 13 or older,12.0
fantasy,TV,novel,unknown,pg-13 - teens 13 or older,2.0
comedy,tv,web manga,lapin track,pg-13 - teens 13 or older,24.0
"fantasy, mystery",tv,manga,cloverworks,pg-13 - teens 13 or older,12.0
"comedy, fantasy",tv,manga,bandai namco pictures,pg-13 - teens 13 or older,21.0
"action, adventure, fantasy",tv,manga,unknown,pg-13 - teens 13 or older,2.0
"sci-fi, slice of life",ova,manga,yostar pictures,pg-13 - teens 13 or older,2.0
fantasy,ona,original,unknown,pg-13 - teens 13 or older,12.0
slice of life,ona,original,unknown,pg-13 - teens 13 or older,8.0
sci-fi,ona,original,live2d creative studio,pg-13 - teens 13 or older,1.0
slice of life,ona,4-koma manga,unknown,g - all ages,1.0
"comedy, slice of life",ona,manga,triopen studio,g - all ages,18.0
"action, supernatural",special,visual novel,unknown,r - 17+ (violence & profanity),2.0
"action, mystery, supernatural, suspense",ona,novel,b.cmay pictures,r - 17+ (violence & profanity),2.0
action,tv,original,"kinema citrus, giftanimation, studio jemi",pg-13 - teens 13 or older,13.0
action,tv,original,"kinema citrus, giftanimation, studio jemi",pg-13 - teens 13 or older,12.0
fantasy,music,original,nostalook,g - all ages,1.0
action,movie,other,sunrise,pg-13 - teens 13 or older,1.0
"action, sci-fi",tv,original,sunrise,r - 17+ (violence & profanity),12.0
romance,music,novel,shaft,pg-13 - teens 13 or older,1.0
"action, drama",tv,other,"bibury animation studios, bibury animation cg",pg-13 - teens 13 or older,12.0
"romance, sci-fi",movie,novel,bakken record,pg-13 - teens 13 or older,1.0
"romance, sci-fi",movie,novel,tms entertainment,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,g - all ages,1.0
"adventure, fantasy",ona,web manga,lx animation studio,pg-13 - teens 13 or older,24.0
"comedy, fantasy, romance",movie,light novel,unknown,pg-13 - teens 13 or older,1.0
"comedy, slice of life",movie,picture book,fanworks,pg - children,1.0
fantasy,ona,original,lesprit,g - all ages,1.0
unknown,movie,book,wao world,pg-13 - teens 13 or older,1.0
"adventure, comedy, drama, gourmet, romance",ona,novel,wawayu animation,pg-13 - teens 13 or older,12.0
"drama, suspense",special,game,shaft,pg-13 - teens 13 or older,1.0
"adventure, fantasy, slice of life",tv,light novel,engi,pg-13 - teens 13 or older,12.0
fantasy,ona,book,noovo,g - all ages,1.0
"slice of life, ecchi",ona,other,yokohama animation lab,pg-13 - teens 13 or older,12.0
unknown,music,original,studio 4°c,pg-13 - teens 13 or older,1.0
"comedy, supernatural",tv,web manga,j.c.staff,pg-13 - teens 13 or older,2.0
"adventure, comedy, slice of life",ona,other,hololive production,pg-13 - teens 13 or older,4.0
unknown,music,other,unknown,pg-13 - teens 13 or older,1.0
"slice of life, ecchi",special,other,yokohama animation lab,pg-13 - teens 13 or older,1.0
"comedy, ecchi",special,web manga,atelierpontdarc,pg-13 - teens 13 or older,1.0
"comedy, ecchi",tv,light novel,"seven, geek toys",pg-13 - teens 13 or older,12.0
"adventure, fantasy",ona,original,ruo hong culture,pg-13 - teens 13 or older,40.0
"supernatural, hentai",special,visual novel,"studio fantasia, rabbit gate",rx - hentai,1.0
"action, adventure, comedy, fantasy",movie,manga,8bit,pg-13 - teens 13 or older,1.0
unknown,music,original,10gauge,pg-13 - teens 13 or older,1.0
unknown,music,other,unknown,pg-13 - teens 13 or older,1.0
unknown,music,unknown,unknown,g - all ages,1.0
"action, adventure, comedy, fantasy",tv,light novel,unknown,pg-13 - teens 13 or older,2.0
"action, fantasy",tv,light novel,c2c,pg-13 - teens 13 or older,12.0
"fantasy, slice of life",special,manga,kyoto animation,pg-13 - teens 13 or older,1.0
"action, fantasy, ecchi",tv,light novel,actas,pg-13 - teens 13 or older,2.0
comedy,ona,web manga,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,g - all ages,1.0
